fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"45","8013570","466",MLI4656,"4656",17-Dec-20,"2020","1",Violence against civilians,Attack,Dozo Communal Militia (Mali),,"4","47",Western Africa,Mali,Segou,Segou,Sansanding,Sansanding,13.7219,-6.0037,"2","Segou Infos; Pinal (Mali);New media-National",New media-National,"On 17 December 2020, Donso militiamen killed a member of the Fulani community in the hamlet of Nabara Were, in Sansanding Commune (Segou, Segou).","1","1622068037",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"46","8013570","466",MLI4656,"4656",17-Dec-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Segou,Segou,Sansanding,Sansanding,13.7219,-6.0037,"2",Segou Infos,New media-National,"On 17 December 2020, Donso militiamen killed a member of the Fulani community in the hamlet of Nabara Were, in Sansanding Commune (Segou, Segou).","1","1622068037",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"47","8013576","466",MLI4650,"4650",16-Dec-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),"Bambara Ethnic Group (Mali); Women (Mali); Farmers (Mali)","7","27",Western Africa,Mali,Segou,Niono,Dogofry,Goma-Coura,14.9472,-5.8293,"2",Facebook,New media,"On 16 December 2020, suspected Katiba Macina (JNIM) militants reportedly fired gunshots between Goma-Coura and Djene Coura K21 (Niono, Segou). Two female Bambara farmers were wounded.","0","1622068037",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"48","8386907","466",MLI4649,"4649",16-Dec-20,"2020","1",Battles,Armed clash,Unidentified Armed Group (Mali),,"3","13",Western Africa,Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,"2","Reelle Afrique; Twitter;New media",New media,"On 16 December 2020, an unidentified armed group, presumedly Katiba Macina (JNIM) or ISGS militants, opened fire against a security checkpoint in Thy, near Fatoma (Mopti, Mopti). No casualties were reported. One account said that a guard was abducted and","0","1626735454",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"49","8386907","466",MLI4649,"4649",16-Dec-20,"2020","1",Battles,Armed clash,Police Forces of Mali (2020-2021) Gendarmerie,Police Forces of Mali (2020-2021),"1","13",Western Africa,Mali,Mopti,Mopti,Fatoma,Fatoma,14.614,-4.06,"2","Reelle Afrique; Twitter;New media",New media,"On 16 December 2020, an unidentified armed group, presumedly Katiba Macina (JNIM) or ISGS militants, opened fire against a security checkpoint in Thy, near Fatoma (Mopti, Mopti). No casualties were reported. One account said that a guard was abducted and","0","1626735454",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"50","8358281","466",MLI4647,"4647",15-Dec-20,"2020","1",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Mali (2020-2021),,"1","12",Western Africa,Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,"2","Mali Jet; AMAP; Reelle Afrique; Mali Actu; FAMAMali; AFP; Essor;New media-National",New media-National,"On 15 December 2020, a Malian army vehicle struck an IED near Hombori (Douentza, Mopti). One soldier was killed and five wounded. The device was likely planted by ISGS or JNIM militants.","1","1624927676",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"51","8013649","466",MLI4646,"4646",13-Dec-20,"2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Gao,Gao,N'tillit,Tatakarat,15.2541,-0.6813,"1","Twitter; Al Nabaa; Undisclosed Source; Nashir; Amaq;Local partner-Other",Local partner-Other,"On 13 December 2020, JNIM and ISGS militants clashed in Tatakarat (Gourma-Rharous, Tombouctou). 18 ISGS fighters and 10 JNIM fighters were reportedly killed. ISGS said in a claim of responsibility that it had killed 35 JNIM fighters.","28","1622068038",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"52","8013661","466",MLI4645,"4645",13-Dec-20,"2020","1",Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"1",Twitter,New media,"On 13 December 2020, ISGS militants abducted a Fulani notable in NDaki (Gourma-Rharous, Tombouctou).","0","1622068038",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"53","8013661","466",MLI4645,"4645",13-Dec-20,"2020","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","27",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"1",Twitter,New media,"On 13 December 2020, ISGS militants abducted a Fulani notable in NDaki (Gourma-Rharous, Tombouctou).","0","1622068038",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"54","8013677","466",MLI4603,"4603",12-Dec-20,"2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"1",Twitter,New media,"On 12 December 2020, ISGS and JNIM militants clashed in NDaki (Gourma-Rharous, Tombouctou). Fifteen ISGS and five JNIM fighters were reportedly killed, ten ISGS and seven JNIM wounded, and seven ISGS gone missing. JNIM allegedly recovered equipment.","20","1622068038",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"55","8013683","466",MLI4614,"4614",12-Dec-20,"2020","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Bandiagara,Bandiagara,Bandiagara,14.3493,-3.6102,"2","Koro Kibaru; Radio Guintan;New media-National",New media-National,"On 12 December 2020, unknown gunmen attacked a sand mining site near Bandiagara (Bandiagara, Mopti). Five workers were severely wounded.","0","1622068038",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"56","8013683","466",MLI4614,"4614",12-Dec-20,"2020","1",Violence against civilians,Attack,Civilians (Mali),Miners (Mali),"7","37",Western Africa,Mali,Mopti,Bandiagara,Bandiagara,Bandiagara,14.3493,-3.6102,"2","Koro Kibaru; Radio Guintan;New media-National",New media-National,"On 12 December 2020, unknown gunmen attacked a sand mining site near Bandiagara (Bandiagara, Mopti). Five workers were severely wounded.","0","1622068038",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"57","8013687","466",MLI4611,"4611",11-Dec-20,"2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"1","Whatsapp; Telegram;New media",New media,"On 11 December 2020, ISGS militants killed a local JNIM commander in NDaki (Gourma-Rharous, Tombouctou). ISWAP (Greater Sahara faction) claimed responsibility and said that the group seized a weapon and a motorbike.","1","1622068039",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"58","8013695","466",MLI4612,"4612",11-Dec-20,"2020","2",Violence against civilians,Abduction/forced disappearance,Dozo Communal Militia (Mali),Bambara Ethnic Militia (Mali),"4","47",Western Africa,Mali,Mopti,Djenne,Fakala,Sofara,14.0167,-4.2333,"1","Jeunesse Tabital Pulaaku; Radio Guintan;New media-National",New media-National,"Around 11 December 2020 (as reported), Bambara Dozo militiamen abducted six people in Sofara (Djenne, Mopti). The abductees were reportedly taken for refusing to join the militia.","0","1622068039",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"59","8013695","466",MLI4612,"4612",11-Dec-20,"2020","2",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),,"7","47",Western Africa,Mali,Mopti,Djenne,Fakala,Sofara,14.0167,-4.2333,"1","Jeunesse Tabital Pulaaku; Radio Guintan;New media-National",New media-National,"Around 11 December 2020 (as reported), Bambara Dozo militiamen abducted six people in Sofara (Djenne, Mopti). The abductees were reportedly taken for refusing to join the militia.","0","1622068039",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"60","8359185","466",MLI4613,"4613",11-Dec-20,"2020","1",Battles,Armed clash,Military Forces of Mali (2020-2021),,"1","12",Western Africa,Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,"1",Whatsapp,New media,"On 11 December 2020, the Malian army reportedly clashed with suspected ISGS militants in Tassiga (Ansongo, Gao). No casualties were reported.","0","1624927678",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"61","8359185","466",MLI4613,"4613",11-Dec-20,"2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","12",Western Africa,Mali,Gao,Ansongo,Bourra,Tassiga,15.4729,0.6941,"1",Whatsapp,New media,"On 11 December 2020, the Malian army reportedly clashed with suspected ISGS militants in Tassiga (Ansongo, Gao). No casualties were reported.","0","1624927678",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"62","8013696","466",MLI4602,"4602",10-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Ansongo,In Komni,15.7544,0.5518,"1","Studio Tamani; Twitter;New media-National",New media-National,Looting,"On 10 December 2020, ISGS militants attacked a Tuareg camp in In Komni (Ansongo, Gao). The militants seized livestock. No casualties were reported.","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"63","8013696","466",MLI4602,"4602",10-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Civilians (Mali),Tuareg Ethnic Group (Mali),"7","27",Western Africa,Mali,Gao,Ansongo,Ansongo,In Komni,15.7544,0.5518,"1","Studio Tamani; Twitter;New media-National",New media-National,Looting,"On 10 December 2020, ISGS militants attacked a Tuareg camp in In Komni (Ansongo, Gao). The militants seized livestock. No casualties were reported.","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"64","8013709","466",MLI4601,"4601",10-Dec-20,"2020","1",Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,Diay,15.1999,-0.8283,"2","Whatsapp; Twitter;New media",New media,"On 10 December 2020, French forces conducted an airstrike against JNIM militants in the area of Diay (Gourma-Rharous, Tombouctou). Six militants were reportedly killed and a dozen motorbikes destroyed.","6","1622068039",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"65","8013715","466",MLI4598,"4598",09-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Bourra,Lelehoy,15.5557,0.4944,"2","Twitter; Whatsapp; Radio Guintan;New media-National",New media-National,Property destruction,"On 9 December 2020, suspected ISGS militants burned two fuel tankers and one flatbed trailer near Lelehoye (Ansongo, Gao).","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"66","8013715","466",MLI4598,"4598",09-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Civilians (Mali),Labour Group (Mali),"7","27",Western Africa,Mali,Gao,Ansongo,Bourra,Lelehoy,15.5557,0.4944,"2","Twitter; Whatsapp; Radio Guintan;New media-National",New media-National,Property destruction,"On 9 December 2020, suspected ISGS militants burned two fuel tankers and one flatbed trailer near Lelehoye (Ansongo, Gao).","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"67","8013716","466",MLI4600,"4600",09-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Bara,Tin Tagart,15.9482,0.6991,"2","Whatsapp; Twitter;New media",New media,Looting,"On 9 December 2020, ISGS militants attacked an Arab camp in the area of Tin Tagart (Gao, Gao). A vehicle was burned and livestock seized. No casualties were reported.","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"68","8013716","466",MLI4600,"4600",09-Dec-20,"2020","1",Strategic developments,Looting/property destruction,Civilians (Mali),Arab Ethnic Group (Mali),"7","27",Western Africa,Mali,Gao,Ansongo,Bara,Tin Tagart,15.9482,0.6991,"2","Whatsapp; Twitter;New media",New media,Looting,"On 9 December 2020, ISGS militants attacked an Arab camp in the area of Tin Tagart (Gao, Gao). A vehicle was burned and livestock seized. No casualties were reported.","0","1622068039",MLI,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"69","8013731","466",MLI4644,"4644",09-Dec-20,"2020","1",Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Tombouctou,Gourma-Rharous,Gossi,NDaki,15.3584,-0.9241,"2","Mali Jet; Nord Sud Journal; Armee Francaise;Other-National",Other-National,"On 9 December 2020, French forces conducted an airstrike against presumed JNIM militants east of NDaki (Gourma-Rharous, Tombouctou). The airstrike targeted a gathering of 18 motorbikes and neutralized (killed or captured) dozens of fighters. Fatalities c","12","1622068039",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"70","8013732","466",MLI4599,"4599",09-Dec-20,"2020","1",Battles,Armed clash,Dan Na Ambassagou,,"4","24",Western Africa,Mali,Mopti,Bandiagara,Doucoumbo,Songho,14.3711,-3.709,"1","Koro Kibaru; Studio Tamani; Whatsapp; Mali Jet; Twitter;New media-Subnational",New media-Subnational,"On 9 December 2020, presumed Katiba Macina (JNIM) militants attacked a Dana Ambassagou position in Songho (Bandiagara, Mopti). Five militiamen were killed and three reportedly went missing.","5","1622068039",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"71","8013756","466",MLI4609,"4609",07-Dec-20,"2020","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","22",Western Africa,Mali,Gao,Gao,N'tillit,Ntillit,15.5461,-0.4606,"2","Al Nabaa; Telegram; Mali Jet;New media-National",New media-National,"On 7 December 2020, ISGS militants ambushed JNIM fighters between Ntillit (Gao, Gao) and NDaki (Gourma-Rharous, Tombouctou). At least 9 JNIM fighters were killed.","9","1622068040",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"72","8013765","466",MLI4643,"4643",07-Dec-20,"2020","2",Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of France (2017-),,"8","28",Western Africa,Mali,Gao,Bourem,Bourem,Agamor,17.2792,0.0275,"2","Twitter; Al Zallaqa;New media",New media,"Around 7 December 2020 (between 7 - 8 December), JNIM claimed to have detonated an IED against a French army tank about 110km north of Gao, coded as Agamor (Bourem, Gao). Four French soldiers were reportedly lightly wounded. Drones provided air cover for","0","1622068040",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"73","8358277","466",MLI4597,"4597",07-Dec-20,"2020","1",Violence against civilians,Abduction/forced disappearance,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Ouatagouna,15.1787,0.7238,"2","Twitter; Radio Guintan;New media-National",New media-National,"On 7 December 2020, suspected ISGS militants reportedly abducted an off-duty soldier between Ouatagouna and Fafa (Ansongo, Gao).","0","1624927676",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"74","8358277","466",MLI4597,"4597",07-Dec-20,"2020","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),Military Forces of Mali (2020-2021),"7","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Ouatagouna,15.1787,0.7238,"2","Twitter; Radio Guintan;New media-National",New media-National,"On 7 December 2020, suspected ISGS militants reportedly abducted an off-duty soldier between Ouatagouna and Fafa (Ansongo, Gao).","0","1624927676",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
